id,loan_amnt,term,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,title,zip_code,addr_state,dti,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,installment,default_risk,loan_status
1002629,9787, 36 months,8.62,B,B3,nan,< 1 year,RENT,97559.88086511681,Not Verified,Jul-2018,debt_consolidation,debt_consolidation,317xx,OK,25.391780084328012,Oct-1990,720,724,0,9,0,19919,78.16120289827312,13,f,Individual,4,0,309.5,0,Fully Paid
1002630,9472, 36 months,14.16,D,D1,Director,2 years,MORTGAGE,32360.917755047747,Verified,Apr-2017,debt_consolidation,debt_consolidation,113xx,AK,37.87548805804086,Aug-1996,789,793,0,11,0,19410,69.6669842150303,20,w,Joint App,6,0,324.47,0,Fully Paid
1002631,24383, 60 months,15.15,D,D5,Engineer,8 years,RENT,54828.69241198981,Source Verified,Sep-2016,other,other,786xx,MA,35.12010659666733,Jul-2008,817,821,0,8,0,38585,23.385718294900258,16,w,Individual,2,0,581.99,0,Fully Paid
1002632,5249, 36 months,7.1,A,A5,Sales,7 years,MORTGAGE,16175.194709411206,Verified,Jan-2015,credit_card,credit_card,321xx,IL,6.233608212085078,Nov-2001,801,805,2,13,0,5998,6.870102119965216,29,f,Individual,0,0,162.31,0,Fully Paid
1002633,35518, 36 months,5.68,A,A4,Engineer,8 years,MORTGAGE,32085.60480734908,Source Verified,Dec-2018,credit_card,credit_card,579xx,MO,35.16168643846671,Jul-1999,665,669,2,12,0,1376,59.0214889538473,28,f,Individual,5,0,1075.38,0,Fully Paid
1002634,19351, 36 months,20.0,E,E4,Teacher,7 years,OWN,63685.256470903165,Verified,Nov-2016,credit_card,credit_card,938xx,ID,0.04363036460270475,Jul-2004,814,818,0,7,0,27948,76.84339191186149,18,f,Individual,8,0,719.15,0,Fully Paid
1002635,5088, 36 months,15.69,D,D1,Project Manager,< 1 year,RENT,85317.20083488517,Source Verified,Jun-2017,home_improvement,home_improvement,494xx,VT,20.38563415234993,Mar-1992,760,764,0,4,0,5601,18.171781703305946,5,f,Individual,4,0,178.1,0,Fully Paid
1002636,16282, 36 months,11.64,C,C1,Director,7 years,RENT,109827.18434108258,Source Verified,Nov-2018,debt_consolidation,debt_consolidation,292xx,MN,20.908715381625072,Feb-1999,847,851,4,12,0,15825,3.486262240479343,28,w,Individual,3,0,538.0,0,Fully Paid
1002637,20330, 36 months,13.74,C,C5,RN,7 years,MORTGAGE,62848.96209888875,Verified,Aug-2015,debt_consolidation,debt_consolidation,599xx,AK,29.073003056654233,Aug-2000,696,700,0,11,0,35857,62.97783670210545,18,w,Individual,7,0,692.27,1,Charged Off
1002638,22778, 36 months,24.15,F,F5,Teacher,4 years,RENT,43006.047494331404,Verified,Feb-2015,vacation,vacation,207xx,NY,30.240874621253106,Dec-1997,760,764,0,9,0,19136,42.55572216986552,14,f,Individual,8,0,895.44,1,Charged Off
1002639,25264, 36 months,12.7,C,C4,Sales,5 years,MORTGAGE,42129.02970569523,Source Verified,Sep-2016,debt_consolidation,debt_consolidation,448xx,MI,9.266753203813277,May-1997,756,760,0,12,1,23516,66.71121295791538,16,w,Joint App,4,0,847.6,0,Fully Paid
1002640,6075, 60 months,7.07,A,A1,Teacher,1 year,OWN,40536.225608458066,Verified,May-2017,debt_consolidation,debt_consolidation,313xx,MO,35.28110203143649,Sep-1991,738,742,2,12,0,31352,89.4922488973232,25,w,Individual,7,0,120.49,0,Fully Paid
1002641,11412, 36 months,14.27,D,D1,Supervisor,< 1 year,MORTGAGE,203320.16783312682,Verified,May-2018,house,house,933xx,ND,7.164480424923405,May-2006,791,795,0,5,0,26256,20.15571546856786,15,w,Individual,7,0,391.53,0,Fully Paid
1002642,29365, 36 months,17.96,D,D5,Supervisor,7 years,OWN,46383.50154211804,Source Verified,Jan-2015,debt_consolidation,debt_consolidation,704xx,OR,38.459249101890535,Dec-2000,752,756,0,13,0,2905,68.23501184815832,17,w,Individual,2,0,1061.03,0,Fully Paid
1002643,8230, 36 months,5.24,A,A3,Teacher,6 years,RENT,75649.78377644352,Not Verified,Mar-2016,debt_consolidation,debt_consolidation,879xx,GA,39.40508845264698,Jun-2010,661,665,0,10,1,15218,29.019659052848812,16,w,Individual,7,1,247.55,0,Fully Paid
1002644,12002, 36 months,11.65,C,C5,Driver,3 years,MORTGAGE,52166.634096732356,Source Verified,Mar-2018,home_improvement,home_improvement,640xx,WY,27.872111273298295,Aug-1998,819,823,1,16,0,46511,42.795815664982406,29,w,Individual,9,0,396.63,0,Fully Paid
1002645,14947, 36 months,12.87,C,C3,Engineer,10+ years,MORTGAGE,85764.67274200822,Not Verified,Jan-2017,debt_consolidation,debt_consolidation,626xx,NM,25.94707987556555,Jan-2000,833,837,0,6,0,44429,73.36905994152812,12,f,Individual,8,0,502.69,0,Fully Paid
1002646,14686, 60 months,14.27,D,D1,Driver,nan,RENT,33429.672328121495,Verified,Jun-2016,debt_consolidation,debt_consolidation,979xx,UT,39.168122760869515,May-2001,793,797,0,6,0,5590,7.125749391937763,10,f,Individual,8,0,343.78,0,Fully Paid
1002647,30304, 60 months,11.03,C,C5,Project Manager,6 years,RENT,43502.59444086912,Not Verified,Feb-2018,debt_consolidation,debt_consolidation,420xx,SD,9.680112863611207,Jul-2007,769,773,2,10,0,3118,21.978357191608467,28,w,Individual,1,0,659.34,0,Fully Paid
1002648,14074, 36 months,18.34,E,E4,Director,1 year,MORTGAGE,78739.21159678334,Verified,Aug-2018,debt_consolidation,debt_consolidation,878xx,VT,25.70641166715971,Jun-1990,684,688,1,4,0,27774,7.404015729998791,6,w,Individual,2,0,511.21,1,Charged Off
1002649,5493, 36 months,23.89,F,F2,Engineer,10+ years,MORTGAGE,40163.75986111647,Source Verified,Apr-2016,debt_consolidation,debt_consolidation,419xx,KY,16.24666999820432,Apr-1994,724,728,4,15,1,21132,89.92902834393365,31,w,Individual,2,0,215.19,0,Fully Paid
1002650,35228, 36 months,23.28,F,F1,RN,1 year,MORTGAGE,89884.10356943012,Source Verified,Jan-2018,credit_card,credit_card,825xx,KY,6.703063805988041,May-2000,677,681,3,12,0,45576,53.963819667561786,13,w,Individual,4,0,1368.81,1,Charged Off
1002651,15140, 36 months,18.29,E,E1,Project Manager,6 years,MORTGAGE,82322.99020010883,Source Verified,Apr-2016,other,other,564xx,FL,5.110890669506731,Nov-1997,726,730,1,10,0,19868,86.76562330506185,25,f,Individual,5,0,549.55,0,Fully Paid
1002652,32655, 36 months,15.14,D,D5,Director,2 years,RENT,60120.96706615964,Verified,Mar-2018,debt_consolidation,debt_consolidation,771xx,ID,28.01498907466386,May-1991,749,753,0,15,0,11888,55.159008988175806,24,f,Individual,8,0,1134.24,0,Fully Paid
1002653,7816, 36 months,21.52,E,E2,nan,5 years,OWN,52737.68493522289,Verified,Jun-2015,debt_consolidation,debt_consolidation,257xx,NE,9.159369863252724,Aug-1994,664,668,0,8,0,6159,91.52312387711272,8,w,Individual,7,0,296.56,1,Charged Off
1002654,12639, 60 months,21.72,E,E2,Driver,nan,RENT,53715.29196133511,Verified,Jan-2018,medical,medical,968xx,MD,23.9745251770784,Nov-2006,664,668,0,8,0,8458,22.597081673653776,17,f,Individual,8,0,347.07,1,Charged Off
1002655,30492, 36 months,21.59,E,E2,Teacher,nan,RENT,98068.3950372564,Source Verified,Oct-2015,debt_consolidation,debt_consolidation,616xx,LA,9.504645308992611,Nov-1998,793,797,0,10,0,20037,49.75137371960413,23,w,Individual,0,0,1158.05,0,Fully Paid
1002656,12240, 36 months,8.16,B,B5,Manager,6 years,MORTGAGE,81877.13688656222,Verified,May-2017,home_improvement,home_improvement,208xx,AR,18.153043531081877,Jan-1991,799,803,1,11,0,5419,81.37695699127228,30,w,Individual,8,0,384.46,0,Fully Paid
1002657,33698, 60 months,5.51,A,A5,Engineer,6 years,RENT,154000.7506472728,Not Verified,Jul-2018,credit_card,credit_card,233xx,ID,29.693248679309193,Jan-2004,788,792,0,11,0,14320,23.331339932913963,18,w,Individual,8,0,643.83,0,Fully Paid
1002658,27957, 36 months,24.66,F,F3,Manager,9 years,MORTGAGE,28412.34006176954,Source Verified,Jun-2015,debt_consolidation,debt_consolidation,324xx,OH,21.125499523438116,Aug-1991,668,672,0,9,0,23931,21.396604814737664,27,f,Individual,0,0,1106.54,1,Charged Off
1002659,33808, 36 months,24.19,F,F3,Manager,3 years,RENT,25313.39259935347,Verified,May-2015,debt_consolidation,debt_consolidation,472xx,CA,34.85900114266435,Mar-2007,718,722,1,10,0,450,91.67201237778103,26,f,Individual,8,0,1329.76,1,Charged Off
1002660,6827, 36 months,16.29,D,D3,Teacher,2 years,MORTGAGE,48516.66463313069,Verified,Nov-2018,credit_card,credit_card,494xx,FL,21.05191681870885,Aug-1995,791,795,5,6,0,10786,68.01794459475454,7,w,Individual,0,1,241.0,0,Fully Paid
1002661,33762, 36 months,24.86,F,F4,RN,< 1 year,MORTGAGE,52370.38973527122,Not Verified,Dec-2018,other,other,563xx,KY,7.769561885996712,Jul-1990,669,673,0,10,0,13814,27.6826042617517,24,w,Individual,2,1,1339.87,1,Charged Off
1002662,9259, 60 months,20.41,E,E1,Project Manager,6 years,ANY,57146.317572620246,Source Verified,Oct-2016,credit_card,credit_card,988xx,NM,35.88402458372476,Jan-2006,840,844,0,5,1,31604,61.793256836502245,14,w,Individual,2,0,247.42,0,Fully Paid
1002663,15849, 60 months,15.35,D,D3,Director,8 years,OWN,149453.43154436458,Not Verified,Jul-2015,credit_card,credit_card,735xx,MN,16.716362547506698,May-1995,736,740,0,17,0,47400,92.01075839423225,19,w,Individual,8,0,379.96,0,Fully Paid
1002664,17232, 60 months,12.79,C,C4,nan,< 1 year,MORTGAGE,73410.0335799696,Verified,Sep-2018,credit_card,credit_card,625xx,RI,34.69845534717312,Jul-1991,802,806,1,10,1,42144,28.263561203767505,22,w,Individual,9,0,390.23,1,Charged Off
1002665,25173, 60 months,16.86,D,D4,RN,4 years,MORTGAGE,68463.60950682638,Verified,Mar-2015,debt_consolidation,debt_consolidation,307xx,DC,9.29550870894877,Jul-2008,762,766,1,10,0,21271,56.541980988312744,23,f,Individual,6,0,623.72,0,Fully Paid
1002666,6374, 36 months,15.32,D,D5,Supervisor,3 years,OWN,43082.78091739833,Not Verified,Feb-2017,credit_card,credit_card,898xx,NE,25.44675498253502,Dec-2002,823,827,1,11,1,18215,31.95745323328709,29,f,Individual,5,0,221.96,0,Fully Paid
1002667,22174, 60 months,24.88,F,F2,Director,9 years,RENT,54965.94318856689,Source Verified,Feb-2016,debt_consolidation,debt_consolidation,509xx,MS,6.611043237995635,Feb-2002,722,726,0,7,0,5783,30.336749974808985,15,w,Individual,2,0,649.28,0,Fully Paid
1002668,24567, 60 months,14.81,D,D2,Supervisor,1 year,OWN,65406.37532782178,Verified,Sep-2016,small_business,small_business,292xx,ID,3.2026628647208977,Dec-2005,766,770,1,8,0,4650,76.48398429794672,27,f,Individual,7,0,582.0,0,Fully Paid
1002669,36292, 36 months,21.72,E,E3,nan,6 years,RENT,55014.68079494453,Not Verified,Oct-2016,credit_card,credit_card,170xx,TN,39.955842804689915,Mar-1999,687,691,1,8,0,30612,31.82996221347324,20,w,Individual,1,0,1380.76,1,Charged Off
1002670,10277, 36 months,21.27,E,E1,Supervisor,6 years,MORTGAGE,66307.15008508075,Source Verified,Oct-2017,debt_consolidation,debt_consolidation,384xx,ND,0.42124141196773657,Jun-2001,770,774,4,8,0,42062,46.31544372526031,26,f,Individual,6,1,388.61,0,Fully Paid
1002671,32600, 36 months,6.43,A,A1,nan,7 years,MORTGAGE,76994.9801529198,Verified,Feb-2018,debt_consolidation,debt_consolidation,533xx,CT,23.649878674287574,Apr-1998,713,717,1,15,1,28914,38.723544544091595,29,w,Individual,4,0,998.12,0,Fully Paid
1002672,10885, 36 months,6.74,A,A1,Project Manager,2 years,RENT,104133.73716657644,Not Verified,May-2015,debt_consolidation,debt_consolidation,268xx,WA,0.5373168836230535,Jun-1994,777,781,2,12,0,13540,83.09322838665364,20,f,Individual,9,0,334.8,0,Fully Paid
1002673,1778, 36 months,18.2,E,E4,Driver,5 years,OWN,104217.23190138207,Not Verified,Jun-2016,debt_consolidation,debt_consolidation,802xx,NJ,22.06929110283616,Apr-2005,694,698,2,14,0,49701,2.4999855982315244,22,w,Individual,5,0,64.46,0,Fully Paid
1002674,30165, 60 months,10.18,B,B4,Engineer,3 years,RENT,74850.90543725864,Source Verified,Jan-2017,debt_consolidation,debt_consolidation,414xx,AL,3.996385344604163,Apr-2010,667,671,1,10,0,33122,46.57265481105696,10,w,Individual,7,0,643.59,0,Fully Paid
1002675,2492, 60 months,18.15,E,E4,nan,nan,MORTGAGE,127848.15244000798,Verified,Jul-2018,credit_card,credit_card,990xx,CA,31.501446701795977,Oct-2001,761,765,0,13,1,47409,31.71255588861883,28,w,Individual,7,0,63.48,1,Charged Off
1002676,31462, 36 months,7.89,A,A5,Engineer,10+ years,RENT,72808.88354708761,Source Verified,Jan-2018,debt_consolidation,debt_consolidation,691xx,MN,11.708275395079326,Nov-1993,809,813,2,10,0,22584,69.51232101461726,20,f,Individual,5,0,984.31,0,Fully Paid
1002677,14615, 36 months,12.94,C,C4,Director,2 years,RENT,37520.03367434801,Source Verified,Jun-2016,other,other,763xx,AK,13.77369354309903,Aug-1998,769,773,1,10,0,34056,84.24505464454704,15,f,Individual,1,0,492.01,0,Fully Paid
1002678,8851, 60 months,7.05,A,A1,Engineer,3 years,RENT,22899.34496661449,Verified,Sep-2016,debt_consolidation,debt_consolidation,204xx,CA,10.092706532856695,Sep-2004,776,780,1,7,0,4075,47.67735935639107,23,w,Individual,9,0,175.47,0,Fully Paid
1002679,17288, 36 months,10.64,B,B1,Sales,nan,RENT,137305.43379796797,Verified,Feb-2016,credit_card,credit_card,250xx,SC,4.55707201056383,Oct-2007,692,696,0,11,0,11009,3.435497399741061,17,f,Individual,9,0,563.04,0,Fully Paid
1002680,8156, 36 months,6.77,A,A2,Driver,< 1 year,MORTGAGE,42693.625344462955,Source Verified,Sep-2017,major_purchase,major_purchase,572xx,TN,20.01345584238624,Feb-2003,819,823,3,9,0,29224,40.483192637026455,10,w,Individual,5,0,250.98,0,Fully Paid
1002681,3044, 60 months,24.41,F,F1,Supervisor,6 years,MORTGAGE,104343.38136431428,Source Verified,Dec-2017,debt_consolidation,debt_consolidation,997xx,NM,17.906924061128006,Apr-2001,727,731,0,11,0,49012,72.04015631602255,25,w,Individual,4,0,88.3,0,Fully Paid
1002682,8368, 60 months,12.9,C,C4,Supervisor,6 years,RENT,146799.6105848109,Verified,Jun-2015,debt_consolidation,debt_consolidation,209xx,AL,21.577279639560906,Apr-1992,750,754,0,9,0,47490,27.173384693905323,13,f,Individual,3,0,189.97,0,Fully Paid
1002683,20900, 60 months,23.02,F,F4,Manager,6 years,MORTGAGE,34424.8360471155,Not Verified,Aug-2016,debt_consolidation,debt_consolidation,862xx,AZ,25.036138080787556,Dec-2009,784,788,1,7,2,31648,34.58982556839173,21,f,Individual,6,0,589.42,0,Fully Paid
1002684,31600, 36 months,24.42,F,F3,RN,1 year,MORTGAGE,36380.69579509103,Not Verified,Jul-2018,home_improvement,home_improvement,212xx,NJ,3.545891315174705,Sep-2003,751,755,0,7,0,47846,95.45837619148266,26,f,Individual,0,0,1246.74,0,Fully Paid
1002685,26634, 36 months,23.19,F,F5,Driver,< 1 year,MORTGAGE,104710.1295909235,Verified,May-2015,medical,medical,346xx,UT,16.540340401971125,Jun-1999,780,784,1,11,0,21278,21.752614095120293,27,w,Individual,9,0,1033.63,0,Fully Paid
1002686,10168, 60 months,14.1,D,D1,Manager,8 years,RENT,77924.98122423272,Not Verified,Sep-2016,debt_consolidation,debt_consolidation,116xx,HI,23.70216205860379,Jan-2005,703,707,0,12,0,34482,48.25242220300719,31,w,Individual,9,0,237.12,0,Fully Paid
1002687,21961, 36 months,20.58,E,E5,Director,1 year,MORTGAGE,51496.07437555955,Not Verified,Nov-2017,debt_consolidation,debt_consolidation,571xx,ND,12.925522239174981,Apr-2010,795,799,0,13,0,23713,35.4982539044257,25,f,Individual,2,1,822.65,0,Fully Paid
1002688,24852, 60 months,8.07,B,B1,Engineer,4 years,MORTGAGE,72023.85047636912,Source Verified,Mar-2018,credit_card,credit_card,291xx,WY,7.656464112211654,Feb-1994,716,720,0,18,0,8892,3.9445888618902525,24,f,Individual,7,0,504.74,0,Fully Paid
1002689,34110, 36 months,6.9,A,A2,Driver,4 years,MORTGAGE,93853.17809129617,Source Verified,Jan-2015,debt_consolidation,debt_consolidation,373xx,CO,24.252011153774205,Oct-2000,670,674,0,11,0,44641,27.95730733131836,18,f,Individual,5,0,1051.66,0,Fully Paid
1002690,33174, 36 months,22.54,F,F2,Director,10+ years,MORTGAGE,100170.90948854033,Source Verified,Jul-2015,debt_consolidation,debt_consolidation,129xx,TX,28.736684076929897,Jun-2000,708,712,1,10,0,37378,46.02112306025592,16,w,Individual,1,0,1276.22,1,Charged Off
1002691,35215, 36 months,5.62,A,A5,Teacher,7 years,RENT,145348.51094103884,Not Verified,Jan-2017,debt_consolidation,debt_consolidation,587xx,AK,30.023896149087165,Jul-1998,849,853,0,7,0,44119,76.0639416066581,20,f,Individual,7,0,1065.26,0,Fully Paid
1002692,27955, 36 months,24.45,F,F4,nan,< 1 year,RENT,40955.727207029435,Source Verified,Mar-2018,debt_consolidation,debt_consolidation,777xx,MO,13.024665134977447,Mar-1998,788,792,0,10,0,38354,78.906890345021,25,w,Individual,0,0,1103.37,0,Fully Paid
1002693,7581, 60 months,18.44,E,E3,Manager,10+ years,RENT,122829.21856904266,Not Verified,Dec-2017,debt_consolidation,debt_consolidation,643xx,NY,3.958649688962086,Jul-2009,808,812,0,18,1,42100,82.40331627914536,20,w,Individual,4,1,194.33,0,Fully Paid
1002694,7317, 36 months,13.39,C,C1,Sales,6 years,MORTGAGE,195202.2420333574,Not Verified,Aug-2015,debt_consolidation,debt_consolidation,563xx,NH,36.62320739640514,May-2002,782,786,2,9,0,42,77.2401084781004,13,f,Individual,2,0,247.92,1,Charged Off
1002695,27649, 60 months,7.83,A,A1,Manager,2 years,RENT,82864.21774753528,Source Verified,Nov-2018,credit_card,credit_card,460xx,GA,27.51233722585743,Jul-1997,697,701,0,16,0,926,2.141507299353429,30,f,Individual,6,0,558.38,0,Fully Paid
1002696,24132, 60 months,19.46,E,E3,Teacher,1 year,RENT,151026.3572732029,Verified,Apr-2017,other,other,371xx,NV,37.937886866481605,Oct-1991,742,746,1,10,0,8694,29.567759675644957,24,f,Individual,1,0,632.12,0,Fully Paid
1002697,17789, 36 months,16.26,D,D5,Driver,4 years,MORTGAGE,53917.885514275724,Not Verified,Apr-2016,debt_consolidation,debt_consolidation,221xx,AR,5.822996260480751,Mar-2002,822,826,1,9,0,30503,2.0700001167362814,19,w,Individual,9,0,627.69,0,Fully Paid
1002698,15567, 60 months,19.22,E,E5,Sales,3 years,MORTGAGE,67551.77449130184,Not Verified,Sep-2016,debt_consolidation,debt_consolidation,663xx,VT,26.29010553708148,Apr-2010,700,704,0,16,1,22737,76.9755624040902,21,w,Joint App,0,0,405.7,0,Fully Paid
1002699,15868, 36 months,13.36,C,C1,RN,8 years,RENT,82058.12365178378,Verified,Dec-2015,debt_consolidation,debt_consolidation,186xx,WV,7.854281686558338,Sep-2001,717,721,0,9,0,25723,97.44090884603239,9,f,Individual,6,0,537.41,0,Fully Paid
1002700,25370, 60 months,6.33,A,A2,Engineer,10+ years,RENT,66858.41664019898,Source Verified,Jul-2018,other,other,462xx,UT,34.657370532757355,Dec-1992,721,725,3,10,1,33601,62.759857275479135,23,w,Individual,5,1,494.38,0,Fully Paid
1002701,31483, 36 months,11.3,C,C3,Project Manager,< 1 year,MORTGAGE,39517.62980981897,Not Verified,Mar-2018,major_purchase,major_purchase,541xx,TN,20.78116534309119,Aug-1992,783,787,0,10,0,36094,41.97001457381025,13,f,Individual,1,0,1035.19,0,Fully Paid
1002702,13466, 36 months,11.3,C,C1,Manager,10+ years,MORTGAGE,31279.69072375442,Verified,Jul-2018,debt_consolidation,debt_consolidation,317xx,MT,21.306764474045522,Aug-2004,738,742,1,13,0,28451,76.38823255394426,23,f,Individual,9,0,442.78,0,Fully Paid
1002703,29803, 36 months,5.17,A,A2,Sales,2 years,MORTGAGE,108236.00153854662,Verified,Nov-2016,debt_consolidation,debt_consolidation,254xx,FL,37.229287138688896,Feb-2007,811,815,1,15,0,540,80.54114004636966,27,w,Individual,5,0,895.5,0,Fully Paid
1002704,19230, 36 months,5.19,A,A5,Sales,2 years,RENT,102839.65235339716,Verified,May-2015,home_improvement,home_improvement,506xx,VT,12.1621250524315,Nov-1993,767,771,0,11,0,407,76.69679482236444,13,w,Individual,3,0,577.98,0,Fully Paid
1002705,18862, 60 months,11.62,C,C2,Driver,3 years,RENT,21922.333861231462,Source Verified,Jul-2015,credit_card,credit_card,614xx,HI,24.760433779923762,Jul-1990,692,696,0,6,0,36314,62.141833247451274,18,f,Individual,3,0,415.96,0,Fully Paid
1002706,32259, 36 months,19.55,E,E4,Director,6 years,MORTGAGE,91471.59221463438,Verified,Nov-2015,credit_card,credit_card,541xx,AZ,5.772997704475946,Dec-2003,748,752,0,5,0,908,32.150157019803174,15,f,Individual,6,0,1191.48,0,Fully Paid
1002707,34539, 36 months,17.48,D,D1,Engineer,4 years,RENT,75904.81272645251,Source Verified,Jan-2017,debt_consolidation,debt_consolidation,620xx,KY,14.527092216159856,Jun-2000,733,737,2,12,0,30677,7.259775941329982,17,f,Individual,7,0,1239.68,0,Fully Paid
1002708,22909, 36 months,9.78,B,B3,Project Manager,10+ years,RENT,43785.08012541629,Verified,Jan-2015,home_improvement,home_improvement,441xx,AK,7.790290015493766,Feb-1997,672,676,0,10,0,11723,87.79782815381843,20,f,Individual,2,0,736.85,0,Fully Paid
1002709,31795, 60 months,17.06,D,D2,RN,9 years,MORTGAGE,75211.52218317745,Not Verified,Jan-2018,debt_consolidation,debt_consolidation,154xx,NE,8.05243487290146,May-2002,752,756,0,11,0,5868,85.7232157557449,17,f,Individual,5,0,791.21,0,Fully Paid
1002710,9770, 36 months,17.95,D,D5,Project Manager,5 years,MORTGAGE,33946.449433998925,Not Verified,May-2017,debt_consolidation,debt_consolidation,551xx,NJ,26.443935502317586,Dec-2000,700,704,1,6,0,7169,57.882164683612935,9,w,Individual,9,0,352.96,0,Fully Paid
1002711,12093, 36 months,15.45,D,D2,nan,2 years,MORTGAGE,46899.65198817363,Verified,Dec-2016,debt_consolidation,debt_consolidation,379xx,WY,11.459474662657678,Feb-2008,788,792,0,3,0,10317,56.38136798101223,17,f,Individual,5,0,421.88,0,Fully Paid
1002712,1193, 36 months,15.43,D,D5,Teacher,4 years,RENT,36853.40091670082,Not Verified,Mar-2017,credit_card,credit_card,478xx,DE,10.041230817128044,May-2010,757,761,2,7,1,42288,92.58729626562707,8,w,Individual,1,0,41.61,0,Fully Paid
