id,loan_amnt,term,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,title,zip_code,addr_state,DTI Ratio %,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,installment,default_risk,loan_status,credit_score_bucket,credit_score_range,monthly_income,payment_to_income_ratio (%)
1002284,37727, 60 months,23.11,F,F3,Director,5 years,MORTGAGE,65835.43617132296,Source Verified,Jul-2016,debt_consolidation,debt_consolidation,803xx,TX,31.1701158076597,Aug-1998,695,699,0,5,0,5042,9.957341355877023,13,Fractional Funded,Individual,9,0,1065.93,1,Charged Off,Good,4,5486.286347610247,19.428989528851424
1002285,12005, 36 months,13.83,C,C5,Director,2 years,RENT,123250.05663870816,Source Verified,Feb-2018,debt_consolidation,debt_consolidation,529xx,IL,26.97813629185145,Jun-2006,824,828,1,9,0,7454,16.497943313786344,25,Whole Funded,Individual,5,0,409.31,0,Fully Paid,Excellent,4,10270.83805322568,3.9851665256415107
1002286,1161, 36 months,10.85,B,B5,Project Manager,8 years,MORTGAGE,83999.9688585464,Not Verified,Apr-2015,credit_card,credit_card,484xx,SD,19.977889786413105,Oct-2009,757,761,0,14,0,27269,98.50478738617365,15,Whole Funded,Individual,0,0,37.93,0,Fully Paid,Very Good,4,6999.997404878867,0.5418573437407777
1002287,17029, 36 months,16.77,D,D1,,8 years,MORTGAGE,98438.39862077264,Source Verified,Nov-2016,debt_consolidation,debt_consolidation,421xx,NY,15.596339411082036,Apr-1996,665,669,2,7,0,24702,37.580141217015104,13,Whole Funded,Individual,7,1,605.18,1,Charged Off,Fair,4,8203.199885064387,7.3773650341235095
1002288,15226, 36 months,7.74,A,A3,Sales,8 years,MORTGAGE,80460.53536761766,Verified,Jul-2017,debt_consolidation,debt_consolidation,748xx,UT,23.23116173670804,Mar-2000,770,774,0,5,0,42272,77.97481068312565,19,Whole Funded,Individual,4,0,475.3,0,Fully Paid,Very Good,4,6705.044613968138,7.088692579462359
1002289,29731, 36 months,16.23,D,D3,Teacher,1 year,RENT,135496.5793806533,Verified,Jun-2016,debt_consolidation,debt_consolidation,561xx,NV,21.078865982555936,Dec-2002,789,793,5,10,0,18050,84.84577794715891,23,Fractional Funded,Individual,0,0,1048.63,0,Fully Paid,Very Good,4,11291.381615054443,9.286994592423437
1002290,4390, 36 months,6.12,A,A4,Director,6 years,OWN,39448.88934565124,Not Verified,Jul-2015,debt_consolidation,debt_consolidation,927xx,MD,14.04147798413339,Nov-2006,680,684,1,11,0,12738,54.29986215469581,19,Whole Funded,Individual,1,0,133.79,0,Fully Paid,Good,4,3287.4074454709366,4.069772372886804
1002291,6997, 36 months,17.14,D,D5,Manager,,MORTGAGE,153113.3861554607,Source Verified,Aug-2016,credit_card,credit_card,264xx,MN,19.72850631584441,Dec-2008,791,795,1,8,0,13056,20.909065592346543,12,Fractional Funded,Individual,2,0,249.95,0,Fully Paid,Very Good,4,12759.448846288391,1.9589404135799189
1002292,13693, 36 months,15.6,D,D5,Supervisor,1 year,OWN,54481.59461024044,Not Verified,Jan-2015,debt_consolidation,debt_consolidation,284xx,NC,14.603865417968414,Dec-1994,796,800,0,14,0,28613,3.3765071771660997,17,Whole Funded,Joint App,6,0,478.71,0,Fully Paid,Very Good,4,4540.132884186703,10.54396450965892
1002293,1541, 36 months,15.42,D,D4,,< 1 year,RENT,37125.85017349514,Source Verified,Aug-2017,house,house,405xx,AZ,26.317253419126097,Dec-2005,679,683,1,12,0,5145,71.3001764579386,31,Whole Funded,Individual,8,1,53.74,1,Charged Off,Good,4,3093.8208477912617,1.7370107269904147
1002294,22817, 36 months,18.68,E,E2,Project Manager,4 years,MORTGAGE,78016.66359752802,Not Verified,Mar-2015,other,other,110xx,CT,33.40118602641645,Dec-1995,722,726,3,9,0,3019,55.04567388959707,23,Whole Funded,Individual,8,0,832.69,1,Charged Off,Good,4,6501.388633127335,12.807879162262212
1002295,38861, 36 months,5.89,A,A5,Driver,10+ years,MORTGAGE,30923.116533035594,Source Verified,Jun-2016,debt_consolidation,debt_consolidation,282xx,IL,31.47577747367943,Sep-1993,772,776,0,11,0,17873,5.049454228422046,25,Whole Funded,Individual,9,0,1180.29,0,Fully Paid,Very Good,4,2576.9263777529663,45.80223983850061
1002296,14428, 36 months,14.19,D,D4,Teacher,10+ years,RENT,44832.14880776198,Not Verified,Nov-2015,debt_consolidation,debt_consolidation,775xx,TX,13.62769693487972,Dec-2010,746,750,0,7,0,15646,76.65304688457162,8,Fractional Funded,Individual,8,0,494.45,0,Fully Paid,Very Good,4,3736.012400646832,13.23469911166231
1002297,11258, 60 months,13.88,C,C3,Supervisor,7 years,MORTGAGE,50826.75056235374,Source Verified,Oct-2016,medical,medical,680xx,MN,20.376779753962072,Apr-1995,770,774,0,6,0,3376,38.16430534460943,23,Whole Funded,Individual,7,0,261.25,0,Fully Paid,Very Good,4,4235.562546862812,6.1680118546119
1002298,17044, 36 months,14.2,D,D2,RN,2 years,RENT,52625.71891953968,Verified,Nov-2017,debt_consolidation,debt_consolidation,746xx,OH,0.4262519740436055,Jun-1997,708,712,1,7,0,10151,95.11303180197731,19,Whole Funded,Individual,2,0,584.18,0,Fully Paid,Good,4,4385.476576628306,13.32078714348387
1002299,30411, 36 months,24.6,F,F1,RN,6 years,RENT,107505.13547279952,Source Verified,Oct-2016,home_improvement,home_improvement,721xx,RI,34.811125568974205,Apr-1990,752,756,0,4,0,10688,19.952522738244514,23,Whole Funded,Individual,8,0,1202.71,1,Charged Off,Very Good,4,8958.76128939996,13.424958665022709
1002300,6469, 36 months,7.79,A,A3,Sales,5 years,MORTGAGE,98536.26084620685,Source Verified,Nov-2015,debt_consolidation,debt_consolidation,975xx,AL,9.815833034077688,Dec-2000,801,805,2,11,0,44261,60.11515407878487,26,Whole Funded,Individual,9,0,202.09,0,Fully Paid,Excellent,4,8211.355070517237,2.4611041449857836
1002301,29854, 60 months,18.81,E,E2,Director,10+ years,RENT,49834.626560258665,Source Verified,Dec-2017,home_improvement,home_improvement,132xx,KS,17.64365976571205,Jun-2006,815,819,0,12,0,5209,73.62928429411949,14,Whole Funded,Individual,6,1,771.31,0,Fully Paid,Excellent,4,4152.885546688222,18.572869185260647
1002302,7256, 36 months,13.04,C,C4,Director,< 1 year,RENT,78218.24752695276,Not Verified,Aug-2017,debt_consolidation,debt_consolidation,220xx,MA,6.102017800757928,Jul-2009,712,716,0,13,0,11513,13.212379282354425,17,Whole Funded,Individual,9,0,244.62,0,Fully Paid,Good,4,6518.187293912731,3.752883876602444
1002303,11720, 36 months,15.23,D,D3,Engineer,,MORTGAGE,212537.44262913655,Verified,Feb-2016,credit_card,credit_card,451xx,VA,27.12434289691261,Mar-2001,665,669,0,8,0,26665,26.69284949713045,13,Whole Funded,Individual,8,0,407.6,1,Charged Off,Fair,4,17711.453552428047,2.3013356797252955
1002304,34937, 36 months,20.25,E,E2,Sales,6 years,RENT,29101.515475130007,Not Verified,Oct-2017,other,other,455xx,CA,21.81190626761632,Jul-2006,689,693,0,7,0,29468,19.303007285260687,20,Whole Funded,Individual,8,0,1302.84,1,Charged Off,Good,4,2425.1262895941672,53.72256305126376
1002305,34598, 36 months,8.15,B,B1,Driver,2 years,MORTGAGE,32837.07501377348,Verified,Dec-2018,debt_consolidation,debt_consolidation,595xx,MT,14.5915902394947,Oct-2009,825,829,1,16,1,3149,59.11608511335436,26,Whole Funded,Individual,8,0,1086.57,0,Fully Paid,Excellent,4,2736.4229178144565,39.707677966234414
1002306,2651, 36 months,20.27,E,E3,Project Manager,3 years,OWN,61736.77956816406,Not Verified,Mar-2016,debt_consolidation,debt_consolidation,728xx,NC,21.40774576998212,May-2002,735,739,0,15,0,44047,1.2136047669622063,24,Fractional Funded,Individual,1,0,98.89,0,Fully Paid,Good,4,5144.731630680338,1.9221605148512444
1002307,20194, 36 months,6.41,A,A3,Driver,9 years,MORTGAGE,305275.4874382991,Source Verified,Jul-2018,credit_card,credit_card,714xx,IL,6.749463501084567,Jul-1996,687,691,1,11,0,141,40.82275326800675,13,Whole Funded,Individual,8,0,618.1,0,Fully Paid,Good,4,25439.623953191593,2.4296742795305932
1002308,26051, 60 months,14.67,D,D5,Project Manager,1 year,RENT,36583.790263846735,Source Verified,Aug-2017,other,other,659xx,CA,31.02553728585311,Sep-1995,754,758,1,5,0,41309,56.26517536850152,19,Whole Funded,Individual,7,0,615.25,0,Fully Paid,Very Good,4,3048.6491886538947,20.18106912037519
1002309,28386, 36 months,19.84,E,E2,Sales,10+ years,RENT,42249.57101101529,Not Verified,Aug-2015,medical,medical,105xx,CA,10.638365897848164,Nov-1999,715,719,0,6,0,5993,75.51811791846632,20,Fractional Funded,Individual,9,1,1052.61,0,Fully Paid,Good,4,3520.7975842512737,29.8969189455362
1002310,10518, 36 months,8.85,B,B2,Driver,< 1 year,RENT,83945.45913662134,Source Verified,Jul-2015,debt_consolidation,debt_consolidation,262xx,TN,24.60098279566301,Sep-2004,710,714,3,9,2,29090,9.454345059870606,10,Fractional Funded,Individual,0,0,333.74,0,Fully Paid,Good,4,6995.454928051779,4.770811954797999
1002311,17184, 36 months,20.42,E,E5,Manager,4 years,MORTGAGE,105971.2600634557,Not Verified,Dec-2018,credit_card,credit_card,634xx,NE,35.976001506329,Jan-1997,669,673,0,13,0,14428,45.65027327901075,18,Fractional Funded,Individual,0,0,642.3,1,Charged Off,Fair,4,8830.938338621309,7.273292773328052
1002312,34787, 36 months,8.34,B,B4,Director,5 years,MORTGAGE,60263.3023330322,Not Verified,Mar-2016,major_purchase,major_purchase,859xx,IL,1.543424337832855,Dec-1990,797,801,1,10,0,37004,71.00162130957227,20,Fractional Funded,Individual,4,0,1095.56,0,Fully Paid,Very Good,4,5021.941861086017,21.81546561678196
1002313,22621, 36 months,20.98,E,E4,,10+ years,RENT,68789.67120708809,Verified,Feb-2015,debt_consolidation,debt_consolidation,360xx,MI,15.501357718109563,Mar-2001,725,729,0,12,0,16243,42.85505667093231,18,Whole Funded,Individual,2,0,852.02,0,Fully Paid,Good,4,5732.472600590674,14.86304530984078
1002314,11028, 36 months,14.38,D,D5,Project Manager,1 year,RENT,59488.50913335001,Source Verified,Jan-2018,other,other,224xx,LA,5.39671038722541,Apr-2009,844,848,1,11,0,48074,18.426760732823094,14,Fractional Funded,Individual,5,0,378.95,0,Fully Paid,Excellent,4,4957.375761112501,7.64416534596035
1002315,13448, 36 months,18.69,E,E3,Driver,9 years,RENT,66846.13206074941,Source Verified,Oct-2015,debt_consolidation,debt_consolidation,297xx,NH,36.34630841420949,Nov-2000,695,699,1,15,0,24776,20.257586696926,19,Fractional Funded,Individual,7,0,490.84,1,Charged Off,Good,4,5570.511005062451,8.811399879722474
1002316,35051, 36 months,23.35,F,F1,Teacher,5 years,MORTGAGE,25111.11171569148,Source Verified,Aug-2018,credit_card,credit_card,720xx,NV,14.403097780016967,Jun-2008,704,708,4,4,0,33460,30.9498814083244,7,Fractional Funded,Individual,4,0,1363.22,1,Charged Off,Good,4,2092.59264297429,65.1450249802273
1002317,31447, 36 months,13.17,C,C4,Engineer,5 years,MORTGAGE,66620.82729346363,Not Verified,Aug-2015,small_business,small_business,130xx,IL,8.533637066578038,Dec-1994,690,694,0,6,0,45517,30.38913799151952,22,Whole Funded,Individual,6,0,1062.15,1,Charged Off,Good,4,5551.735607788636,19.131854883541095
1002318,19394, 36 months,9.66,B,B1,Driver,7 years,RENT,61308.87624387357,Verified,Mar-2017,debt_consolidation,debt_consolidation,648xx,NV,27.05906302745625,Jan-2006,755,759,1,8,0,17766,41.57804770481033,16,Fractional Funded,Individual,8,0,622.7,0,Fully Paid,Very Good,4,5109.073020322798,12.18812096681791
1002319,35501, 36 months,22.34,F,F2,Project Manager,7 years,MORTGAGE,74641.35640458268,Source Verified,Apr-2017,debt_consolidation,debt_consolidation,123xx,OR,21.727711497025645,Mar-2010,681,685,0,11,1,15606,87.72358914557852,27,Fractional Funded,Joint App,8,0,1362.05,1,Charged Off,Good,4,6220.1130337152235,21.897512032614273
1002320,31254, 36 months,8.23,B,B2,Project Manager,5 years,RENT,43386.0174495338,Not Verified,May-2016,major_purchase,major_purchase,630xx,CO,32.677467269649256,Jun-2009,848,852,1,9,0,34727,41.3301736911076,16,Fractional Funded,Individual,0,0,982.71,0,Fully Paid,Excellent,4,3615.5014541278165,27.180462031844588
1002321,19509, 60 months,17.63,D,D4,Manager,6 years,RENT,81029.57203591327,Source Verified,Oct-2016,credit_card,credit_card,624xx,FL,30.12272634891382,Dec-2000,803,807,2,6,0,1452,77.9771307261526,25,Whole Funded,Individual,2,0,491.48,0,Fully Paid,Excellent,4,6752.464336326106,7.2785278902695465
1002322,15472, 36 months,23.47,F,F3,Manager,3 years,RENT,97704.44815213664,Verified,Sep-2015,debt_consolidation,debt_consolidation,879xx,CO,38.986794118113366,Jul-1996,792,796,1,13,0,17086,19.578059283134262,30,Whole Funded,Individual,3,0,602.71,0,Fully Paid,Very Good,4,8142.037346011387,7.402447009104607
1002323,4471, 36 months,18.49,E,E2,Project Manager,4 years,RENT,272906.59800901863,Not Verified,Apr-2018,debt_consolidation,debt_consolidation,256xx,OK,3.6212922879688136,Jul-1997,832,836,0,9,0,15992,88.3280752489101,12,Fractional Funded,Individual,4,0,162.74,0,Fully Paid,Excellent,4,22742.216500751554,0.7155854839154399
1002324,31268, 60 months,8.91,B,B1,Driver,5 years,MORTGAGE,45313.06609741967,Not Verified,Jan-2016,debt_consolidation,debt_consolidation,321xx,DC,3.2109107342605414,Jan-2001,767,771,0,9,0,12034,69.37539630044454,28,Fractional Funded,Individual,6,0,647.71,0,Fully Paid,Very Good,4,3776.0888414516394,17.1529332914477
1002325,9329, 36 months,8.05,B,B3,,5 years,MORTGAGE,33349.68520703296,Not Verified,Jan-2015,debt_consolidation,debt_consolidation,987xx,WI,36.29442794050871,Feb-1999,729,733,2,10,0,12757,70.03993725696681,23,Fractional Funded,Joint App,1,0,292.55,0,Fully Paid,Good,4,2779.1404339194137,10.52663609328362
1002326,35865, 60 months,10.05,B,B4,Engineer,2 years,MORTGAGE,66687.60141254145,Not Verified,Sep-2017,credit_card,credit_card,473xx,CO,38.22928895731839,May-1999,803,807,3,12,0,29514,3.8969224545235326,13,Whole Funded,Joint App,7,1,762.91,0,Fully Paid,Excellent,4,5557.300117711788,13.728069095432033
1002327,29272, 36 months,12.83,C,C2,Driver,8 years,RENT,81929.90486198493,Verified,Nov-2018,credit_card,credit_card,217xx,MD,16.26537383740527,Jan-2005,746,750,1,9,0,9786,66.53103172119694,20,Whole Funded,Individual,9,0,983.89,0,Fully Paid,Very Good,4,6827.492071832078,14.410708788065785
1002328,7397, 36 months,8.18,B,B4,Sales,3 years,RENT,64439.05414497095,Not Verified,Dec-2018,other,other,322xx,NV,18.234793186922506,Jan-2004,789,793,0,8,0,25622,2.413855472333093,11,Fractional Funded,Joint App,3,0,232.41,0,Fully Paid,Very Good,4,5369.921178747579,4.327996487542574
1002329,33373, 36 months,20.96,E,E3,Sales,7 years,MORTGAGE,64775.56436504169,Not Verified,Aug-2017,debt_consolidation,debt_consolidation,130xx,OR,14.747931437555655,Jun-2009,688,692,0,8,0,5822,50.585279114434655,19,Whole Funded,Individual,7,0,1256.64,0,Fully Paid,Good,4,5397.963697086808,23.279889797669224
1002330,36525, 60 months,12.14,C,C3,Sales,3 years,RENT,43024.02934137533,Not Verified,Jul-2016,debt_consolidation,debt_consolidation,435xx,CO,31.107475003198893,Jun-1990,703,707,2,10,0,22122,36.19027628105356,15,Whole Funded,Individual,3,1,815.06,0,Fully Paid,Good,4,3585.3357784479444,22.733156679479297
1002331,25570, 36 months,23.72,F,F3,Director,5 years,RENT,23538.527135475797,Verified,Apr-2016,debt_consolidation,debt_consolidation,241xx,WY,30.83146475107346,Apr-2004,684,688,0,13,0,36518,29.29986719688521,17,Fractional Funded,Individual,6,0,999.43,1,Charged Off,Good,4,1961.5439279563163,50.95119134248913
1002332,19284, 60 months,21.85,E,E5,Project Manager,< 1 year,MORTGAGE,126665.73039441102,Source Verified,Jun-2017,debt_consolidation,debt_consolidation,325xx,CO,8.816786460314141,Oct-1990,831,835,0,10,1,1262,56.71207925939554,24,Fractional Funded,Individual,8,0,530.96,0,Fully Paid,Excellent,4,10555.477532867584,5.0301845496492215
1002333,19994, 36 months,23.18,F,F5,Teacher,1 year,MORTGAGE,157982.74332813217,Source Verified,Nov-2017,small_business,small_business,185xx,MD,15.3557651945314,Nov-1992,726,730,1,7,0,47803,62.78546983320111,8,Whole Funded,Individual,4,1,775.84,0,Fully Paid,Good,4,13165.228610677681,5.893099337224982
1002334,24284, 60 months,10.89,B,B1,Driver,5 years,RENT,38622.38536795684,Verified,Dec-2015,debt_consolidation,debt_consolidation,845xx,AZ,8.497467081468354,Feb-1996,792,796,1,9,0,28651,99.88497467582812,25,Fractional Funded,Individual,6,0,526.66,0,Fully Paid,Very Good,4,3218.5321139964035,16.363360107849104
1002335,18833, 36 months,16.47,D,D3,Manager,2 years,MORTGAGE,41690.20775634338,Verified,Aug-2018,debt_consolidation,debt_consolidation,808xx,TN,1.8649658002817795,Mar-2004,683,687,0,6,0,35697,4.697850457247432,9,Whole Funded,Individual,9,1,666.49,0,Fully Paid,Good,4,3474.1839796952813,19.184073264262114
1002336,26122, 36 months,11.43,C,C3,Supervisor,10+ years,RENT,23223.13055003569,Not Verified,Feb-2015,home_improvement,home_improvement,229xx,IL,2.2448585625571527,Feb-1999,701,705,2,19,1,46342,7.951655456386286,38,Fractional Funded,Individual,1,0,860.53,0,Fully Paid,Good,4,1935.260879169641,44.46583968406503
1002337,6017, 60 months,10.14,B,B2,Director,6 years,RENT,47281.56436909204,Verified,Jul-2015,small_business,small_business,374xx,CO,5.872924972817475,Aug-1996,672,676,0,10,0,30501,2.6762794354241226,14,Fractional Funded,Individual,5,0,128.26,0,Fully Paid,Good,4,3940.1303640910032,3.255222242617088
1002338,17370, 60 months,17.14,D,D1,,< 1 year,MORTGAGE,73664.28923240515,Source Verified,Aug-2018,debt_consolidation,debt_consolidation,380xx,AR,1.1952814070988849,Nov-1991,774,778,0,15,0,39963,50.26494853433972,21,Whole Funded,Individual,1,1,433.0,0,Fully Paid,Very Good,4,6138.6907693670955,7.053621305714389
1002339,30252, 36 months,21.36,E,E1,Sales,2 years,MORTGAGE,40753.71003171444,Source Verified,Dec-2018,debt_consolidation,debt_consolidation,593xx,WV,16.92700825105218,Oct-2002,766,770,2,7,1,32498,2.205791379413413,15,Fractional Funded,Joint App,3,0,1145.35,1,Charged Off,Very Good,4,3396.14250264287,33.72502770742663
1002340,8999, 36 months,6.87,A,A4,RN,2 years,RENT,94213.10760066856,Source Verified,Nov-2018,debt_consolidation,debt_consolidation,304xx,NJ,2.560780414825232,Dec-2002,671,675,1,8,0,9635,43.3557067223604,20,Whole Funded,Joint App,2,0,277.33,0,Fully Paid,Good,4,7851.092300055713,3.5323747244448014
1002341,23436, 36 months,10.52,B,B3,Sales,,RENT,34136.38057223331,Verified,Jul-2015,debt_consolidation,debt_consolidation,194xx,WI,33.89645566499918,Jan-1997,686,690,0,10,0,45517,87.65962771044306,17,Fractional Funded,Individual,0,0,761.95,0,Fully Paid,Good,4,2844.698381019443,26.78491347567552
1002342,3096, 36 months,9.1,B,B2,,< 1 year,MORTGAGE,87480.85328411515,Verified,Aug-2018,debt_consolidation,debt_consolidation,456xx,VT,28.483279095872632,May-1994,736,740,0,6,1,37724,99.0286870619706,18,Whole Funded,Individual,3,0,98.6,0,Fully Paid,Good,4,7290.071107009596,1.3525245303189635
1002343,26279, 36 months,20.97,E,E4,Director,3 years,RENT,72239.26176585606,Not Verified,Sep-2017,credit_card,credit_card,825xx,CO,31.34571372733154,Apr-2007,829,833,1,9,0,21301,84.69997440488162,13,Whole Funded,Individual,6,0,989.66,0,Fully Paid,Excellent,4,6019.938480488006,16.439702884136008
1002344,27201, 36 months,23.67,F,F5,Project Manager,7 years,RENT,48836.39167419296,Not Verified,Jul-2015,credit_card,credit_card,664xx,AR,24.69920472757876,Dec-1991,731,735,0,13,0,17822,38.13469039407356,28,Fractional Funded,Individual,2,0,1062.47,1,Charged Off,Good,4,4069.6993061827466,26.106842792682006
1002345,20715, 36 months,6.6,A,A3,Director,10+ years,MORTGAGE,51543.21602994983,Not Verified,Jan-2018,debt_consolidation,debt_consolidation,767xx,NC,26.55509327363896,Apr-1993,670,674,0,14,0,31535,46.13812348656794,15,Whole Funded,Individual,5,0,635.84,0,Fully Paid,Good,4,4295.268002495819,14.803267214770703
1002346,30309, 60 months,12.58,C,C1,RN,6 years,MORTGAGE,91939.65499818564,Not Verified,May-2017,credit_card,credit_card,401xx,AR,4.536401351129582,Jan-2006,679,683,3,3,0,29656,15.20049163395778,4,Whole Funded,Joint App,0,0,683.12,0,Fully Paid,Good,4,7661.637916515469,8.916109158949718
1002347,16078, 36 months,23.29,F,F3,,6 years,RENT,307309.975297364,Not Verified,Jan-2015,debt_consolidation,debt_consolidation,578xx,LA,2.3267059413379343,Feb-2005,723,727,0,11,0,45597,18.450234042492752,27,Whole Funded,Individual,2,0,624.81,0,Fully Paid,Good,4,25609.164608113668,2.4397906357400014
1002348,6105, 36 months,11.89,C,C3,Sales,4 years,MORTGAGE,55626.59075551801,Verified,Jun-2015,major_purchase,major_purchase,863xx,MT,39.5685644878851,Mar-2005,740,744,0,11,1,18482,85.79340696480504,24,Whole Funded,Individual,0,0,202.45,0,Fully Paid,Very Good,4,4635.549229626501,4.3673357777350565
1002349,30312, 36 months,19.25,E,E5,Sales,3 years,RENT,108987.58604278816,Source Verified,Nov-2015,other,other,928xx,DE,14.917974465765376,Feb-2004,796,800,0,10,0,22575,1.786558806414118,22,Fractional Funded,Joint App,9,0,1114.95,0,Fully Paid,Very Good,4,9082.298836899014,12.276077015548626
